,date,Tickers,company,L_term_rating,L_term_numrating,Debt/EBITDA,FFO/Total debt,EBITDA/Interest,FFO/Interest,CFO/Debt,FFO/Net profit,NWC/Revenue,Current Assets/Current Liabilities,(FFo+Cash)/Current Liabilities,EBITDA/Revenues,Cash/Total Debt,Total Debt/Tangible Net worth,Total Debt/Revenue,Debt/Capital,Cash/Asset,Total Fixed Capital/Total Fixed Assets,Equity/Asset,NWC/Total assets,Retained earnings/Total assets,EBITDA/Total assets etc
2011/03/31,2011/03/31,CVX,CHEVRON CORP,AA,9.0,-0.0415,0.11130581980306607,157.93589743589743,119.7051282051282,2.9076,9337.0,0.31163154340950283,1.5264611412961906,0.6749917449644283,0.21889548313728277,0.15674844431728774,0.7899241960544282,1.4905646966843171,4.783099555251454,0.06752218387971408,66.74938661718315,0.5692321912743407,0.09006038945033276,0.6170610467504725,0.0632600032865007
2011/06/30,2011/06/30,CVX,CHEVRON CORP,AA,9.0,-0.0446,0.1288473038094903,184.24675324675326,142.71428571428572,3.1895,10989.0,0.2916763705808375,1.5333901192504258,0.6906303236797274,0.22027108854627603,0.15635442681768616,0.7630171056398511,1.3241883646187527,4.539923347173427,0.06610746739243593,67.10868084885988,0.57719478278975,0.09313047487321346,0.6269922713504563,0.07033120659141272
2011/09/30,2011/09/30,CVX,CHEVRON CORP,AA,9.0,-0.0948,0.13399172561056988,185.88888888888889,153.38888888888889,4.1346,11044.0,0.3489297822456862,1.6397117941740367,0.7815263776362175,0.2257493210990605,0.1726338522014486,0.7043376459127344,1.3902373201545026,3.984289650505148,0.06971616715417518,66.68877343998304,0.5961616666421687,0.10135767446190329,0.6506989255214382,0.0655760194807422
2011/12/31,2011/12/31,CVX,CHEVRON CORP,AA,9.0,-0.1164,0.09664005132141179,185.5737704918033,138.29508196721312,4.048,8436.0,0.3486522001633697,1.584345238095238,0.7232142857142857,0.20101573321021415,0.18173278498848705,0.7426726448242711,1.5501118727137124,4.446012019965366,0.07573254914691083,66.93167750436957,0.5832752513438422,0.09373000945224706,0.6414972741247124,0.05404011953750824
2012/03/31,2012/03/31,CVX,CHEVRON CORP,AA,9.0,-0.1878,0.1092543245562531,228.22033898305085,164.0,4.2769,9676.0,0.36710500971825805,1.61199170972356,0.8333187377762209,0.23577719798980895,0.21307754843954654,0.7278136171261864,1.5507888423891156,4.224373956594324,0.08781702266275769,67.06935848343302,0.5878635580994928,0.09756154311508214,0.6487179487179487,0.06265996556377681
2012/06/30,2012/06/30,CVX,CHEVRON CORP,AA,9.0,-0.2202,0.11912816437734136,217.135593220339,177.864406779661,3.8015,10494.0,0.40365767229607097,1.7150906418422343,0.9708170014698677,0.22144820314255587,0.24076512657509366,0.6955498705072326,1.522704879777359,3.7722678999657417,0.09667743949967864,66.3905064053382,0.598457464023448,0.10644592235355253,0.6609383760524025,0.05839665601538889
2012/09/30,2012/09/30,CVX,CHEVRON CORP,AA,9.0,-0.1904,0.0930787331879709,188.24137931034483,148.67241379310346,2.8454,8623.0,0.4261173523748995,1.6390983767417084,0.8392721971459811,0.20408621044170702,0.23005764124263292,0.7149295426833974,1.7317232742022917,4.06395858922618,0.09394615276112561,66.75193257543324,0.5916408068269977,0.10048310882290712,0.6553309471754002,0.04812574934762677
2012/12/31,2012/12/31,CVX,CHEVRON CORP,AA,9.0,-0.1861,0.1134944823962165,170.1818181818182,163.62121212121212,3.1834,10799.0,0.39739112761672485,1.628668303519233,0.9276861919794224,0.20752729893021452,0.2200630583289543,0.7143822451798907,1.7580326293812243,4.4239352798958524,0.08987389583744666,67.27696679456963,0.5915993510228258,0.0923161445948614,0.6582525688679812,0.048209732940742205
2013/03/31,2013/03/31,CVX,CHEVRON CORP,AA,9.0,-0.0757,0.10069429965389266,200.75,172.48214285714286,2.5553,9659.0,0.3828903813405277,1.5769352746143865,0.779385901686608,0.21510437594474102,0.18112255535632377,0.7009631264340938,1.8354093718309321,4.793563540052971,0.07318141611558064,67.36275378540697,0.5959563624110189,0.08428878311781307,0.6651109894275725,0.047352681015963946
2013/06/30,2013/06/30,CVX,CHEVRON CORP,AA,9.0,-0.0213,0.08787193144047095,187.52830188679246,165.60377358490567,1.7403,8777.0,0.4265305738829677,1.6791069344267202,0.8801065453565977,0.18682682005300852,0.2065395859196668,0.7158911728448152,1.877554089362582,4.401921466660791,0.08453255097357897,67.3574229291282,0.5907198583885137,0.092977610961778,0.661906674096899,0.040725594964924935
2013/09/30,2013/09/30,CVX,CHEVRON CORP,AA,9.0,0.0304,0.08458703876578391,121.75862068965517,98.94252873563218,2.009,8608.0,0.3683891136447223,1.5985360023902002,0.7655213624141022,0.19479588083854357,0.16718911217019605,0.7195279743765599,1.8713681500551673,5.079868217441222,0.068649682453861,67.58302222152669,0.589389036386672,0.08083102671906649,0.6643613973644074,0.042741629612892296
2013/12/31,2013/12/31,CVX,CHEVRON CORP,AA,9.0,0.0948,0.08289297950177109,109.375,97.32954545454545,1.7132,8565.0,0.33252286673613524,1.5218971470107214,0.7514083227330547,0.18573192852456485,0.1572208350270019,0.7087414602024859,1.9938636100497857,5.996169916434541,0.06401894755924067,68.65060727685514,0.5928087549703845,0.06790855674612714,0.6703290207406415,0.03793058604233251
2014/03/31,2014/03/31,CVX,CHEVRON CORP,AA,9.0,0.1798,0.08120043597549517,111.0340909090909,98.20454545454545,1.6355,8642.0,0.287506118453255,1.3954055873443285,0.6802984404801975,0.19927802251590798,0.14669072048708987,0.7231587744868214,2.170582476749878,7.549691423707172,0.06045585854909037,68.45489479255592,0.5878685553636568,0.05458917742547573,0.6689952679311333,0.03783718894972855
2014/06/30,2014/06/30,CVX,CHEVRON CORP,AA,9.0,0.2301,0.08860370183973607,118.13483146067416,106.82022471910112,1.5741,9507.0,0.23552737407178798,1.3466196872935476,0.6459480290684871,0.19665937190206312,0.13009562154001006,0.7147196355061748,2.0069580831603164,8.52112452350699,0.053269476616611654,68.10806820070178,0.5905359766452327,0.04805281535614112,0.6733271003071991,0.040122879658074
2014/09/30,2014/09/30,CVX,CHEVRON CORP,AA,9.0,0.2816,0.0882412785320558,113.11363636363636,108.42045454545455,1.3780999999999999,9541.0,0.20108236430209633,1.269494176013805,0.6405306298533219,0.20025751418339838,0.1314694239946728,0.7081461299660742,2.175270591075524,10.817808904452226,0.053554407736850634,68.50092012818743,0.5926474300288964,0.03765573727258685,0.678447506131537,0.037501271516891393
2014/12/31,2014/12/31,CVX,CHEVRON CORP,AA,9.0,0.4001,0.07596849820184823,67.52688172043011,89.72043010752688,1.1315,8344.0,0.25696262497818334,1.322808995802794,0.6618116895320428,0.1565811454359588,0.11640187554058361,0.7245148352880645,2.7385493804074104,10.657384048127305,0.04805921225744852,68.3781326210169,0.5871268221903122,0.03874057422958658,0.6771067489643869,0.02360671513310729
2015/03/31,2015/03/31,CVX,CHEVRON CORP,AA,9.0,0.6545,0.061969929753203735,47.41121495327103,65.21495327102804,0.7479,6978.0,0.38849464485182994,1.401596196298183,0.6674477840040753,0.16666666666666666,0.11256360842961555,0.7388018082447035,3.6994217754123135,9.52245243128964,0.04701339742733787,68.39954529812117,0.5823392827999585,0.043860625213275765,0.6705278853429474,0.018816486402278898
2015/06/30,2015/06/30,CVX,CHEVRON CORP,AA,9.0,0.7429,0.06809630621178683,39.28688524590164,61.71311475409836,0.7746,7529.0,0.3576755392381826,1.4411348521296166,0.6963704542238573,0.1374770536943552,0.10994537100683767,0.7307455899750831,3.1712941716383662,8.866399358460304,0.045621211836895534,67.05413583457856,0.5850556379125931,0.04679964721998086,0.6735771518642922,0.017988027997222794
2015/09/30,2015/09/30,CVX,CHEVRON CORP,AA,9.0,1.0456,0.056038965078970056,44.38709677419355,50.846774193548384,0.5964,6305.0,0.3124293602867569,1.3209593949044587,0.6382032908704883,0.17773759162979946,0.11494876056563358,0.7433828873472085,3.63325475506184,11.62904392764858,0.048176748656169326,67.13392721063666,0.5808850098156447,0.03604036520903412,0.6690954333970326,0.020502963318917187
2009/12/31,2009/12/31,SLB,SCHLUMBERGER LTD,A+,7.0,0.1359,0.10002809778027535,30.98076923076923,27.384615384615383,0.9609,1422.211055276382,1.1126392757660166,1.880424300867888,0.22964595674335309,0.280466573816156,0.017069401517280133,1.0835743644390319,2.4784122562674096,2.2275074323267092,0.007261317794710892,90.92366638370119,0.5746003287016286,0.1909756461975198,0.5780666367847004,0.04813984760197221
2010/03/31,2010/03/31,SLB,SCHLUMBERGER LTD,A+,7.0,0.1291,0.09682254196642685,33.08888888888889,28.711111111111112,1.144,1292.0,1.1273669167559843,1.9344092389694996,0.23141841871483565,0.26598785280457304,0.020308752997601917,1.0031574199368516,2.3837084673097535,2.114403422595468,0.008241340510294072,89.45963167968222,0.5941976097071435,0.19192287808289998,0.6023781285162546,0.04528175653073017
2010/06/30,2010/06/30,SLB,SCHLUMBERGER LTD,A+,7.0,0.2249,0.11086575801416279,30.81132075471698,27.471698113207548,1.2206,1456.0,0.918800539083558,1.8048996458087367,0.24867178276269186,0.2750547414519117,0.01743699078656819,1.0365430149960537,2.212059962944248,2.407957462412908,0.006935820940727504,91.78297397121159,0.602235212163431,0.1651876306145319,0.6141684586728049,0.04945936941575552
2010/09/30,2010/09/30,SLB,SCHLUMBERGER LTD,A+,7.0,0.6752,0.12952289465257766,28.25,50.5625,0.745,2427.0,0.9327976625273923,1.6346287645363284,0.35195308617433657,0.1981008035062089,0.059451382217952826,1.5362794129704025,2.737472607742878,2.93469068128426,0.02234524812452361,125.55627224143116,0.6241424960885786,0.12807397600994905,0.43781842981506,0.02719942231315441
2010/12/31,2010/12/31,SLB,SCHLUMBERGER LTD,A+,7.0,0.4704,0.0910790729715101,35.39344262295082,30.34426229508197,0.6773,1851.0,0.7976400529333921,1.665715600552232,0.33271974229176254,0.23811624572626006,0.08679820892584757,1.6482562854825629,2.24142494761222,2.809760818470897,0.03407576255143238,124.36374973220552,0.6074139896072788,0.1397222168562984,0.4335194235710008,0.04170610620665675
2012/03/31,2012/03/31,SLB,SCHLUMBERGER LTD,A+,7.0,0.5959,0.0901248010721166,32.1375,26.9,0.5967,2153.6553846153847,1.069426037312672,1.9711164599148305,0.32382892057026474,0.2592256503327284,0.05636988022447441,1.7708395134974786,2.407541843113531,2.2762631077216398,0.02387964375687471,113.69951157287343,0.5763758294007025,0.18610509881843665,0.46888195011176953,0.04561260334244048
2012/06/30,2012/06/30,SLB,SCHLUMBERGER LTD,A+,7.0,0.6613,0.09386176495051152,35.0921052631579,29.69736842105263,0.5251,2257.0,0.9200270766850401,1.825438139857713,0.3277806697900399,0.25790542500725266,0.06325376361972886,1.788205547705808,2.3253070302678656,2.5274332562539414,0.026678126041429148,114.1926845692337,0.5782365425429288,0.16687422166874222,0.4781014856260853,0.04677880483398523
2012/09/30,2012/09/30,SLB,SCHLUMBERGER LTD,A+,7.0,0.6,0.09104655789892559,30.07777777777778,25.42222222222222,0.5307,2288.0,1.0877309963802628,1.9902011793270897,0.3590010405827263,0.257858639740903,0.07369677676084362,1.6833009578672382,2.3937892931987044,2.200718101409931,0.03115694554263892,112.02529004390138,0.5772278393701318,0.19210645850507227,0.4805437324405713,0.04554095657879242
2012/12/31,2012/12/31,SLB,SCHLUMBERGER LTD,A+,7.0,0.5011,0.08591554573045075,29.180851063829788,24.393617021276597,0.5751,2291.3176815847396,1.063610935667238,1.953104786545925,0.3394243208279431,0.24749616529820445,0.07137772115852974,1.7250985715209102,2.408102499323288,2.264082117407533,0.030951955416186006,110.99855100932137,0.5663639170065153,0.19152842543097146,0.47116837538791495,0.04456756625018279
2013/03/31,2013/03/31,SLB,SCHLUMBERGER LTD,A+,7.0,0.5179,0.08402542207665614,26.04040404040404,21.767676767676768,0.6373,2155.0,1.0365184484389782,1.8578811369509043,0.3354474982381959,0.24389782403027435,0.08301165828361992,1.5574785935507378,2.42639545884579,2.340909090909091,0.03465846193918083,110.00847656619298,0.5824868138308263,0.1783551474897441,0.4859835905450283,0.041967832258904735
2013/06/30,2013/06/30,SLB,SCHLUMBERGER LTD,A+,7.0,0.5121,0.11464336144716254,38.63917525773196,30.969072164948454,0.7584,3005.4345749761223,1.0145769987479878,1.9109523044804881,0.4488517745302714,0.3351815417635486,0.09869098958134565,1.4583147818343722,2.3433196208191736,2.3096518289995593,0.04088472909519217,113.92102159048251,0.5857298698834801,0.1793647531264328,0.497841931352864,0.05925598014260644
2013/09/30,2013/09/30,SLB,SCHLUMBERGER LTD,A+,7.0,0.4844,0.09766720803189133,33.40816326530612,27.0,0.785,2646.0,1.0630599586492075,1.9676154630283071,0.45440288559554615,0.28204686423156444,0.11623357448693342,1.450631826943671,2.333907649896623,2.1954619124797405,0.048354651966279194,113.65378895829193,0.5839872241757904,0.18948758503140212,0.5065030787893678,0.05027409670930393
2013/12/31,2013/12/31,SLB,SCHLUMBERGER LTD,AA-,8.0,0.3756,0.09441106863280539,32.94845360824742,26.7319587628866,0.8113,2593.0,1.0666890643373088,1.9390018484288354,0.44842883548983364,0.26843608264740465,0.12641543782996542,1.3583086053412463,2.3068200907105663,2.16259842519685,0.05174366616989568,114.07711618430967,0.5906855439642325,0.18926974664679583,0.5277496274217586,0.047630402384500746
2014/03/31,2014/03/31,SLB,SCHLUMBERGER LTD,AA-,8.0,0.4061,0.09511248445566567,30.145631067961165,24.50485436893204,0.9134,2524.0,1.197081590888869,2.1306832506933358,0.5274392806118161,0.2762701307945547,0.14138749670271697,1.286018899927308,2.3611531275024467,1.9724245577523414,0.056237540656804114,113.59057054510504,0.6022453047948799,0.20165774839995804,0.5468021643659038,0.046539862403885066
2014/06/30,2014/06/30,SLB,SCHLUMBERGER LTD,AA-,8.0,0.5038,0.09198802220274613,37.977777777777774,27.988888888888887,0.8544,2519.0,1.0919120696806304,2.0744429026201945,0.39066198677658964,0.28355732536917205,0.08278556821501606,1.3200925568839181,2.2717770034843205,2.080376813796247,0.033296125488352965,113.38988489357743,0.5978027788385277,0.19332902505654614,0.5538877302235408,0.05020121610903857
2014/09/30,2014/09/30,SLB,SCHLUMBERGER LTD,AA-,8.0,0.4757,0.10465747475844099,40.03370786516854,32.49438202247191,0.8893,2892.0,1.0347963621984975,2.056264126574104,0.4851469163706813,0.2817491696979282,0.11283610176238555,1.3314541775079503,2.185117823817808,2.111807413068399,0.045638173302107725,112.58940676897205,0.5955357142857143,0.1915251756440281,0.5679449648711944,0.05215163934426229
2014/12/31,2014/12/31,SLB,SCHLUMBERGER LTD,AA-,8.0,0.4906,0.04304280020793623,20.64367816091954,14.275862068965518,0.8568,1242.0,0.8320544260738866,1.7419582392776525,0.30840857787810383,0.14207736729689108,0.10847340149020968,1.6112910431092249,2.282651688948659,2.743392279901122,0.046783450914743514,111.79384277352544,0.5687103910080115,0.15721033122085376,0.5549294511538921,0.026844433815616405
2015/03/31,2015/03/31,SLB,SCHLUMBERGER LTD,AA-,8.0,0.5314,0.07021237974223997,28.890243902439025,23.585365853658537,0.8922,1934.0,0.8608508977361436,1.6054076310732912,0.27827340104309634,0.23116705698672912,0.0770012706480305,1.5492997356431746,2.6878415300546448,3.122307866696894,0.032425738790111756,110.50130836839891,0.5788934582868325,0.13487028175689103,0.5715246671049212,0.03621715002063873
2015/06/30,2015/06/30,SLB,SCHLUMBERGER LTD,AA-,8.0,0.5919,0.0787037037037037,28.988505747126435,24.03448275862069,0.8134,2091.0,1.0085460599334073,1.6597212138812254,0.4088863075359373,0.27991120976692563,0.13328063836193918,1.465012406947891,2.9487236403995563,2.9237372069990095,0.05468472503204485,109.5359343783501,0.5897024076104582,0.14033326641236699,0.587617562120674,0.03894800240915479
2015/09/30,2015/09/30,SLB,SCHLUMBERGER LTD,AA-,8.0,0.6276,0.07697810276994,27.11764705882353,22.788235294117648,0.8415,1937.0,0.8877611235689838,1.5369022127052105,0.3646680942184154,0.2720727101038716,0.12605810118030442,1.3944582986977,2.9701369216241735,3.345253921829301,0.0500773578352436,109.05351536555466,0.6027438350541505,0.11875217075558081,0.6050014208581983,0.03638975719112122
2009/12/31,2009/12/31,COP,CONOCOPHILLIPS,A,6.0,1.6467,0.04707866549016542,9.857438016528926,8.708677685950413,0.4355,4215.0,-0.06389001213101496,0.8933108250685798,0.2007596539354294,0.12057723412858876,0.006053769085568127,1.5279370605502083,2.2627122927618277,-35.41574367088607,0.00356255504870578,92.7281120771442,0.4132500589823577,-0.01656748892442394,0.23411408498702388,0.03135968660032339
2010/03/31,2010/03/31,COP,CONOCOPHILLIPS,A,6.0,1.5098,0.05055091746632674,13.638095238095238,11.0,0.4703,4620.0,-0.07240210571861254,0.8867881977071979,0.20578838564179666,0.13768899786062835,0.00935520225837865,1.5499007919683891,2.1968943054253502,-30.3429614873838,0.005522899037529875,92.82073200062251,0.4096440798398036,-0.01945610748659647,0.23269814611459208,0.03700019378593114
2010/06/30,2010/06/30,COP,CONOCOPHILLIPS,A,6.0,0.9785,0.07706610845388312,16.42094017094017,14.081196581196581,0.5534,6590.0,0.02361068395277863,1.0388810970858657,0.4172510518934081,0.18181172963637654,0.04818093578603922,1.3904453730954975,2.0230192339539617,85.68236472945891,0.027202619902810057,90.2196755418673,0.43540698288611873,0.006589372491020495,0.25616680752165644,0.05074080921191633
2010/09/30,2010/09/30,COP,CONOCOPHILLIPS,A,6.0,0.5097,0.06401610939402454,28.581589958158997,22.87866108786611,0.6757,5468.0,0.2266397947966288,1.3892844498642853,0.529640848117698,0.15644466837669477,0.09361243795073522,1.3045789168219446,1.956211066324661,8.63136620856912,0.05147650531438909,85.37569046978815,0.4501104079622488,0.06370829121950905,0.2804362241120689,0.04397648921993395
2010/12/31,2010/12/31,COP,CONOCOPHILLIPS,A,6.0,0.4939,0.04366722091623187,16.711688311688313,9.89090909090909,0.7221,3808.0,0.15017213488738645,1.2640869470075495,0.4836792005543601,0.13343564643908915,0.10841121495327102,1.3483571704677233,1.808556970425982,12.04322607374672,0.06048082705323899,84.93910130075056,0.4421165090778817,0.04632342592474123,0.28896963803626036,0.04116074056066635
2011/03/31,2011/03/31,COP,CONOCOPHILLIPS,A,6.0,0.5299,0.055889679315993805,18.94579945799458,13.498644986449865,0.6873,4981.0,0.40525982256020276,1.2188719282633993,0.3817167499486618,0.1315383457514864,0.06925338300307443,1.3484128665234363,1.6768646045006397,13.936200156372166,0.038661262942941435,84.14004518245154,0.4417418865844415,0.04005812970189736,0.30083999924832283,0.04379145969444322
2011/06/30,2011/06/30,COP,CONOCOPHILLIPS,A,6.0,0.5747,0.05983908816627556,16.641456582633054,15.0,0.8084,5355.0,0.31054960409874244,1.1817748091603053,0.370092693565976,0.34588961341406615,0.06151525310090513,1.3522212148685404,5.210176991150442,16.777277840269967,0.034391633555738814,83.46873212003408,0.4409251068295974,0.03332333758152785,0.3191706024939401,0.037115475922732837
2011/09/30,2011/09/30,COP,CONOCOPHILLIPS,A,6.0,0.7136,0.04943245476047667,13.04225352112676,12.304225352112676,0.865,4368.0,0.2093178238216406,1.1194014376555157,0.26973320431296655,0.2805040591300133,0.03889637065287507,1.426221834850539,5.353386647279777,25.575397973950796,0.02221877444420741,83.11961908043632,0.42876998364460306,0.022335136952207332,0.3224792971704517,0.029931022891091157
2011/12/31,2011/12/31,COP,CONOCOPHILLIPS,A,6.0,0.7169,0.06059705586541099,14.185595567867036,14.686980609418283,0.8684,5302.0,0.14592099904981676,1.076599686475702,0.3948268490808038,0.32096521466624883,0.06606016275029716,1.4190765038843927,5.483923534942025,40.695813953488376,0.03772107289695229,82.44272891715647,0.4289891013509104,0.014031194935717549,0.3411864517392156,0.03342034849572538
2012/03/31,2012/03/31,COP,CONOCOPHILLIPS,A,6.0,1.1404,0.050366243035121765,16.3125,14.366071428571429,0.7715,4827.0,0.043582539573768245,1.0174581388965138,0.23425748009881966,0.375591036798465,0.03867985558964085,1.521938670181512,6.567395326526417,150.68867924528303,0.022758946715700418,83.18181142522792,0.4116072470085523,0.003904691154892222,0.3392538110645195,0.0336503336791891
2012/06/30,2012/06/30,COP,CONOCOPHILLIPS,A,6.0,1.0782,0.05967586768297195,15.026315789473685,11.789473684210526,0.7805,4032.0,-0.10597189695550352,0.9211328976034858,0.27647058823529413,0.376097775175644,0.01545178716791238,1.4551386974500344,4.944745316159251,-46.66091160220994,0.009157252122658058,75.59230910803677,0.40736614974387764,-0.012700863097326504,0.33009087081608307,0.04507578415549786
2012/09/30,2012/09/30,COP,CONOCOPHILLIPS,A,6.0,0.9594,0.05256919338588277,15.559748427672956,11.157232704402515,0.7512,3548.0,-0.11328760342267166,0.9078409940746707,0.27705229246965424,0.349904532918464,0.018787411841403426,1.4099901811268725,4.772788345944417,-42.12983770287141,0.010990820757742548,74.59665068463393,0.41499016200192423,-0.01388587922232142,0.33893853634858584,0.042888470906396
2012/12/31,2012/12/31,COP,CONOCOPHILLIPS,A,6.0,0.8888,0.053480215958205395,14.649390243902438,11.204268292682928,0.6408,3675.0,0.42045089601130453,1.3752794817405263,0.4181046838273233,0.3086261159997431,0.05265072689436384,1.4190983623484708,4.413706724902049,10.497555759242285,0.030885064535955745,73.82767131773116,0.4133971863689135,0.055879942634706005,0.3365515946185891,0.04101789250836577
2013/03/31,2013/03/31,COP,CONOCOPHILLIPS,A,6.0,0.8009,0.05914794280711993,17.368932038834952,13.119741100323624,0.6677,4054.0,0.41790201891853734,1.3232323232323233,0.5173901173901174,0.37886488775942395,0.07910709074992706,1.39195775792039,4.838345333898066,11.577702702702704,0.04603498047206656,73.4216048442798,0.41806758363049756,0.050263202581083376,0.34080489047376467,0.04556800815078961
2013/06/30,2013/06/30,COP,CONOCOPHILLIPS,A,6.0,0.8832,0.05903109608174667,15.27076923076923,12.353846153846154,0.7302,4015.0,0.4409737827715356,1.3521986239904278,0.47406521088842357,0.37176029962546814,0.05747261633463207,1.389990190468405,5.094756554307116,11.553422795991168,0.033425397829786145,72.42711162963872,0.4184117591729587,0.05033904247223101,0.33980350073110044,0.04243802748253482
2013/09/30,2013/09/30,COP,CONOCOPHILLIPS,A,6.0,0.8532,0.0657989241165003,17.674922600619194,13.897832817337461,0.7405,4489.0,0.45605805174814923,1.3808999081726354,0.5125191307009489,0.4184563512423954,0.05691628922797297,1.3237673904185343,5.000586381294437,10.96480231436837,0.03242317969271877,72.25482017126546,0.43033567134268536,0.051953907815631264,0.35268871075484304,0.04767034068136273
2013/12/31,2013/12/31,COP,CONOCOPHILLIPS,A,6.0,0.7592,0.07618393960192175,12.136645962732919,15.512422360248447,0.7426,4995.0,0.29379809868718876,1.2573864763037874,0.7430101130279595,0.29485438358231475,0.09526424159231298,1.2490474739007849,4.946808510638298,16.837442218798152,0.052906646789262816,71.68688896111418,0.4446326774354761,0.032984067018474124,0.3656030561508424,0.03310265380282406
2014/03/31,2014/03/31,COP,CONOCOPHILLIPS,A,6.0,0.6828,0.06224022649237998,17.714776632302407,14.20274914089347,0.8343,4133.0,0.21297437560817387,1.1917976280890343,0.6807851843196822,0.33441453130068116,0.1132461899885549,1.2383954047854386,4.307752189425884,20.226621992080414,0.062653613830452,70.69861325976653,0.44674859404290773,0.027352634867735887,0.36850656113309727,0.04294938554467819
